19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,Age,Education,Gender
85,81,77,72,68,64,59,55,51,47,42,38,34,30,25,21,17,12,8,4,1,1,1
88,84,79,75,71,67,62,58,54,49,45,41,37,32,28,24,20,15,11,7,2,1,1
89,85,81,76,72,68,64,59,55,51,47,42,38,34,30,25,21,17,12,8,3,1,1
91,86,82,78,74,69,65,61,57,52,48,44,39,35,31,27,22,18,14,10,4,1,1
92,88,84,79,75,71,67,62,58,54,49,45,41,37,32,28,24,20,15,11,5,1,1
83,79,75,71,66,62,58,54,49,45,41,37,32,28,24,19,15,11,7,2,1,1,2
86,82,78,73,69,65,61,56,52,48,44,39,35,31,27,22,18,14,9,5,2,1,2
88,83,79,75,71,66,62,58,54,49,45,41,36,32,28,24,19,15,11,7,3,1,2
89,85,81,76,72,68,64,59,55,51,46,42,38,34,29,25,21,17,12,8,4,1,2
91,86,82,78,73,69,65,61,56,52,48,44,39,35,31,26,22,18,14,9,5,1,2
83,79,74,70,66,61,57,53,49,44,40,36,32,27,23,19,15,10,6,2,1,2,1
86,81,77,73,69,64,60,56,51,47,43,39,34,30,26,22,17,13,9,5,2,2,1
87,83,79,74,70,66,61,57,53,49,44,40,36,32,27,23,19,14,10,6,3,2,1
88,84,80,76,71,67,63,59,54,50,46,41,37,33,29,24,20,16,12,7,4,2,1
90,86,81,77,73,69,64,60,56,51,47,43,39,34,30,26,22,17,13,9,5,2,1
81,77,73,68,64,60,56,51,47,43,39,34,30,26,21,17,13,9,4,0,1,2,2
84,80,76,71,67,63,58,54,50,46,41,37,33,29,24,20,16,11,7,3,2,2,2
85,81,77,73,68,64,60,56,51,47,43,38,34,30,26,21,17,13,9,4,3,2,2
87,83,78,74,70,66,61,57,53,48,44,40,36,31,27,23,19,14,10,6,4,2,2
88,84,80,75,71,67,63,58,54,50,46,41,37,33,29,24,20,16,11,7,5,2,2
81,77,73,68,64,60,55,51,47,43,38,34,30,26,21,17,13,8,4,0,1,3,1
84,80,75,71,67,63,58,54,50,45,41,37,33,28,24,20,16,11,7,3,2,3,1
85,81,77,72,68,64,60,55,51,47,43,38,34,30,25,21,17,13,8,4,3,3,1
87,82,78,74,70,65,61,57,53,48,44,40,35,31,27,23,18,14,10,6,4,3,1
88,84,80,75,71,67,62,58,54,50,45,41,37,33,28,24,20,15,11,7,5,3,1
79,75,71,67,62,58,54,50,45,41,37,32,28,24,20,15,11,7,3,0,1,3,2
82,78,74,69,65,61,57,52,48,44,40,35,31,27,22,18,14,10,5,1,2,3,2
84,79,75,71,67,62,58,54,50,45,41,37,32,28,24,20,15,11,7,3,3,3,2
85,81,77,72,68,64,59,55,51,47,42,38,34,30,25,21,17,12,8,4,4,3,2
87,82,78,74,69,65,61,57,52,48,44,40,35,31,27,22,18,14,10,5,5,3,2
79,75,71,66,62,58,54,49,45,41,37,32,28,24,19,15,11,7,2,0,1,4,1
82,78,74,69,65,61,56,52,48,44,39,35,31,27,22,18,14,9,5,1,2,4,1
83,79,75,71,66,62,58,54,49,45,41,37,32,28,24,19,15,11,7,2,3,4,1
85,81,76,72,68,64,59,55,51,46,42,38,34,29,25,21,17,12,8,4,4,4,1
86,82,78,73,69,65,61,56,52,48,44,39,35,31,27,22,18,14,9,5,5,4,1
78,73,69,65,61,56,52,48,43,39,35,31,26,22,18,14,9,5,1,0,1,4,2
80,76,72,68,63,59,55,51,46,42,38,34,29,25,21,16,12,8,4,0,2,4,2
82,78,73,69,65,61,56,52,48,43,39,35,31,26,22,18,14,9,5,1,3,4,2
83,79,75,70,66,62,58,53,49,45,41,36,32,28,24,19,15,11,6,2,4,4,2
85,80,76,72,68,63,59,55,51,46,42,38,33,29,25,21,16,12,8,4,5,4,2
77,73,68,64,60,56,51,47,43,39,34,30,26,21,17,13,9,4,0,0,1,5,1
80,76,71,67,63,58,54,50,46,41,37,33,29,24,20,16,12,7,3,0,2,5,1
81,77,73,68,64,60,56,51,47,43,39,34,30,26,21,17,13,9,4,0,3,5,1
83,78,74,70,66,61,57,53,48,44,40,36,31,27,23,19,14,10,6,2,4,5,1
84,80,76,71,67,63,58,54,50,46,41,37,33,29,24,20,16,11,7,3,5,5,1
75,71,67,63,58,54,50,46,41,37,33,28,24,20,16,11,7,3,0,0,1,5,2
78,74,70,65,61,57,53,48,44,40,36,31,27,23,18,14,10,6,1,0,2,5,2
80,75,71,67,63,58,54,50,45,41,37,33,28,24,20,16,11,7,3,0,3,5,2
81,77,73,68,64,60,55,51,47,43,38,34,30,26,21,17,13,8,4,0,4,5,2
82,78,74,70,65,61,57,53,48,44,40,35,31,27,23,18,14,10,6,1,5,5,2
75,71,66,62,58,53,49,45,41,36,32,28,24,19,15,11,6,2,0,0,1,6,1
78,73,69,65,61,56,52,48,43,39,35,31,26,22,18,14,9,5,1,0,2,6,1
79,75,70,66,62,58,53,49,45,41,36,32,28,23,19,15,11,6,2,0,3,6,1
80,76,72,68,63,59,55,51,46,42,38,33,29,25,21,16,12,8,4,0,4,6,1
82,78,73,69,65,60,56,52,48,43,39,35,31,26,22,18,13,9,5,1,5,6,1
73,69,65,60,56,52,48,43,39,35,30,26,22,18,13,9,5,1,0,0,1,6,2
76,72,67,63,59,55,50,46,42,38,33,29,25,20,16,12,8,3,0,0,2,6,2
77,73,69,65,60,56,52,48,43,39,35,30,26,22,18,13,9,5,1,0,3,6,2
79,75,70,66,62,57,53,49,45,40,36,32,28,23,19,15,10,6,2,0,4,6,2
80,76,72,67,63,59,55,50,46,42,38,33,29,25,20,16,12,8,3,0,5,6,2

91,87,83,79,75,71,67,63,59,55,51,47,43,40,36,32,28,24,20,16,1,1,1
92,88,84,80,76,72,68,64,60,56,52,48,44,40,36,32,29,25,21,17,2,3,2
93,89,85,81,77,73,69,65,61,57,53,49,45,41,37,33,29,25,21,17,3,6,1
93,89,86,82,78,74,70,66,62,58,54,50,46,42,38,34,30,26,22,18,5,2,2
94,91,87,83,79,75,71,67,63,59,55,51,47,43,39,35,31,27,23,19,1,5,2
89,85,81,77,73,69,65,61,57,53,49,45,41,37,33,29,25,21,17,13,3,2,1
89,85,81,78,74,70,66,62,58,54,50,46,42,38,34,30,26,22,18,14,4,4,2
90,86,82,78,74,70,66,62,58,54,50,46,43,39,35,31,27,23,19,15,1,1,2
91,87,83,79,75,71,67,63,59,55,51,47,43,39,35,31,28,24,20,16,2,4,1
92,88,84,80,76,72,68,64,60,56,52,48,44,40,36,33,29,25,21,17,3,6,2
86,83,79,75,71,67,63,59,55,51,47,43,39,35,31,27,23,19,15,11,5,3,1
87,83,79,75,72,68,64,60,56,52,48,44,40,36,32,28,24,20,16,12,1,6,1
88,84,80,76,72,68,64,60,56,52,48,44,40,37,33,29,25,21,17,13,3,2,2
89,85,81,77,73,69,65,61,57,53,49,45,41,37,33,29,25,22,18,14,4,5,1
90,86,82,78,74,70,66,62,58,54,50,46,42,38,34,30,27,23,19,15,1,2,1
84,80,77,73,69,65,61,57,53,49,45,41,37,33,29,25,21,17,13,9,2,4,2
85,81,77,73,69,66,62,58,54,50,46,42,38,34,30,26,22,18,14,10,4,1,1
86,82,78,74,70,66,62,58,54,50,46,42,38,34,31,27,23,19,15,11,5,3,2
87,83,79,75,71,67,63,59,55,51,47,43,39,35,31,27,23,19,16,12,1,6,2
88,84,80,76,72,68,64,60,56,52,48,44,40,36,32,28,25,21,17,13,3,3,1
82,78,74,70,66,62,58,54,50,46,42,38,34,30,26,22,19,15,11,7,4,5,2
83,79,75,71,67,63,59,55,51,47,43,39,35,31,27,23,19,15,11,8,1,2,2
83,80,76,72,68,64,60,56,52,48,44,40,36,32,28,24,20,16,12,8,2,5,1
84,80,76,72,68,65,61,57,53,49,45,41,37,33,29,25,21,17,13,9,4,1,2
85,81,77,73,70,66,62,58,54,50,46,42,38,34,30,26,22,18,14,10,5,4,1
79,75,71,67,64,60,56,52,48,44,40,36,32,28,24,20,16,12,8,4,2,1,1
80,76,72,68,64,60,56,53,49,45,41,37,33,29,25,21,17,13,9,5,3,3,2
81,77,73,69,65,61,57,53,49,45,41,37,33,29,25,22,18,14,10,6,4,6,1
82,78,74,70,66,62,58,54,50,46,42,38,34,30,26,22,18,14,10,6,1,3,1
83,79,75,71,67,63,59,55,51,47,43,39,35,31,27,23,19,15,12,8,2,5,2
93,89,85,81,77,73,69,65,61,57,53,49,46,42,38,34,30,26,22,18,4,2,1
94,90,86,82,78,74,70,66,62,58,54,50,46,42,38,35,31,27,23,19,5,4,2
95,91,87,83,79,75,71,67,63,59,55,51,47,43,39,35,31,27,23,19,2,1,2
95,92,88,84,80,76,72,68,64,60,56,52,48,44,40,36,32,28,24,20,3,4,1
97,93,89,85,81,77,73,69,65,61,57,53,49,45,41,37,33,29,25,21,4,6,2
91,87,83,79,75,71,67,63,59,55,51,47,43,39,35,31,27,23,19,15,1,3,2
91,87,84,80,76,72,68,64,60,56,52,48,44,40,36,32,28,24,20,16,2,6,1
92,88,84,80,76,72,68,64,60,56,52,49,45,41,37,33,29,25,21,17,4,2,2
93,89,85,81,77,73,69,65,61,57,53,49,45,41,37,34,30,26,22,18,5,5,1
94,90,86,82,78,74,70,66,62,58,54,50,46,42,39,35,31,27,23,19,2,2,1
89,85,81,77,73,69,65,61,57,53,49,45,41,37,33,29,25,21,17,13,3,4,2
89,85,81,78,74,70,66,62,58,54,50,46,42,38,34,30,26,22,18,14,5,1,1
90,86,82,78,74,70,66,62,58,54,50,46,43,39,35,31,27,23,19,15,1,4,1
91,87,83,79,75,71,67,63,59,55,51,47,43,39,35,31,28,24,20,16,2,6,2
92,88,84,80,76,72,68,64,60,56,52,48,44,40,36,33,29,25,21,17,4,3,1
86,83,79,75,71,67,63,59,55,51,47,43,39,35,31,27,23,19,15,11,5,5,2
87,83,79,75,72,68,64,60,56,52,48,44,40,36,32,28,24,20,16,12,2,2,2
88,84,80,76,72,68,64,60,56,52,48,44,40,37,33,29,25,21,17,13,3,5,1
89,85,81,77,73,69,65,61,57,53,49,45,41,37,33,29,25,22,18,14,5,1,2
90,86,82,78,74,70,66,62,58,54,50,46,42,38,34,31,27,23,19,15,1,4,2
84,80,76,72,68,64,60,56,52,48,44,40,36,32,28,25,21,17,13,9,3,1,1
85,81,77,73,69,65,61,57,53,49,45,41,37,33,29,25,21,17,14,10,4,3,2
86,82,78,74,70,66,62,58,54,50,46,42,38,34,30,26,22,18,14,10,5,6,1
86,82,78,74,71,67,63,59,55,51,47,43,39,35,31,27,23,19,15,11,2,3,1
87,83,79,76,72,68,64,60,56,52,48,44,40,36,32,28,24,20,16,12,3,5,2
81,77,73,70,66,62,58,54,50,46,42,38,34,30,26,22,18,14,10,6,5,2,1
82,78,74,70,66,62,59,55,51,47,43,39,35,31,27,23,19,15,11,7,1,5,1
83,79,75,71,67,63,59,55,51,47,43,39,35,31,27,24,20,16,12,8,3,1,2
84,80,76,72,68,64,60,56,52,48,44,40,36,32,28,24,20,16,12,9,4,4,1
85,81,77,73,69,65,61,57,53,49,45,41,37,33,29,25,21,18,14,10,5,6,2
